Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:01JPQ87UHeGysPVwTqMJHK,"She Don't (feat. Ty Dolla $Ign)","Time","Ella Mai;Ty Dolla $ign",2016-02-15,264097,68,true,,2020-12-24T23:34:01Z,"r&b,trap soul","10 Summers Records",0.649,0.478,7,-7.503,0,0.0481,0.274,0,0.176,0.151,99.967,4
spotify:track:1qwMkkRiD5jqLeUUjfgblh,"Lock It Up (feat. Anderson .Paak)","Music To Be Murdered By","Eminem;Anderson .Paak",2020-01-17,170226,58,true,,2020-12-24T23:34:00Z,"rap,hip hop","Shady/Aftermath/Interscope Records",0.848,0.745,6,-3.052,0,0.221,0.0949,0,0.0796,0.516,137.024,4
spotify:track:7FIWs0pqAYbP91WWM0vlTQ,"Godzilla (feat. Juice WRLD)","Music To Be Murdered By","Eminem;Juice WRLD",2020-01-17,210800,81,true,,2020-12-24T23:33:59Z,"rap,hip hop,melodic rap,emo rap","Shady/Aftermath/Interscope Records",0.808,0.745,10,-5.26,0,0.342,0.145,0,0.292,0.829,165.995,4
spotify:track:0znCw9dSfsrBGUtxAzd9kD,"5 shots","she's no angel","gianni & kyle",2018-11-01,181709,0,true,,2020-12-24T23:33:58Z,"","hardpink records",0.918,0.449,1,-5.702,1,0.0605,0.124,0,0.0595,0.481,91.978,4
spotify:track:6b8Be6ljOzmkOmFslEb23P,"24K Magic","24K Magic","Bruno Mars",2016-11-18,225983,86,false,,2020-12-24T23:33:58Z,"","Atlantic Records",0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97,4
spotify:track:0KbIwqCAHmXWu7hrszXY6j,"Party We Will Throw Now!","Party We Will Throw Now! - Single","Warren G;Nate Dogg;The Game",2012-04-24,209412,65,true,,2020-12-24T23:33:56Z,"g-funk,west coast hip hop,old school hip hop,gangster rap,hip hop","G FunK Music",0.934,0.562,4,-4.609,0,0.24,0.0476,0.00000131,0.0608,0.712,96.792,4
spotify:track:31JBtF1HCTZlFnmJDxZrD4,"Beast Unleashed","Beast Unleashed","Vin Jay",2018-10-25,120000,57,true,,2020-12-24T23:33:56Z,"","Vin Jay",0.722,0.758,9,-5.797,1,0.102,0.0532,0,0.452,0.551,140.009,4
spotify:track:2Lo2BWhhlZSJds2yBhxoet,"Worldwide Choppers","All 6's And 7's","Tech N9ne",2011-06-07,326426,54,true,,2020-12-24T23:33:55Z,"horrorcore","SoundHouse – Acquired Strange Music Assets",0.746,0.853,1,-4.452,1,0.129,0.00285,0,0.376,0.362,130.027,4
spotify:track:2ACys0pX0SjmpQmQWzp7wt,"Jersey","What A Time To Be Alive","Future",2015-09-20,188702,67,true,,2020-12-24T23:33:54Z,"rap","Cash Money Records Inc.",0.758,0.526,5,-10.81,0,0.255,0.513,0.000457,0.0913,0.312,146.054,4
spotify:track:5hF2LnbkpnXCkksMSeWcxZ,"Pullin' Me Back","Hoodstar (Deluxe Edition)","Chingy;Tyrese",2006-01-01,234133,65,true,,2020-12-24T23:33:54Z,"crunk,r&b,quiet storm","Capitol Records",0.786,0.511,7,-6.66,1,0.286,0.0825,0,0.12,0.587,80,4
spotify:track:2xLMifQCjDGFmkHkpNLD9h,"SICKO MODE","ASTROWORLD","Travis Scott",2018-08-03,312820,82,true,,2020-12-24T23:33:53Z,"rap","Cactus Jack / Epic",0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,4
spotify:track:4MeDnO5yA2Zi6IMlVApRci,"Freek-A-Leek","Still Writing In My Diary: 2nd Entry","Petey Pablo",2004,235186,75,true,,2020-12-24T23:33:52Z,"crunk,southern hip hop","Jive",0.756,0.691,2,-3.718,1,0.178,0.0744,0,0.364,0.632,104.999,4
spotify:track:3QzAOrNlsabgbMwlZt7TAY,"Ballin' (with Roddy Ricch)","Perfect Ten","Mustard;Roddy Ricch",2019-06-28,180434,75,true,,2020-12-24T23:33:52Z,"melodic rap","10 Summers Records/Interscope Records",0.809,0.545,7,-6.678,1,0.0734,0.392,0,0.151,0.244,97.008,4
spotify:track:20fAoPjfYltmd3K3bO7gbt,"Stick Talk","DS2 (Deluxe)","Future",2015-07-17,171333,64,true,,2020-12-24T23:33:51Z,"rap","Epic/Freebandz/A1",0.729,0.672,7,-6.749,1,0.282,0.0265,0,0.244,0.595,159.903,4
spotify:track:3fpTMuD1u3gJlVI4FadVHs,"Fancy","Thank Me Later","Drake;T.I.;Swizz Beatz",2010-01-01,319386,75,true,,2020-12-24T23:33:51Z,"rap,southern hip hop","Aspire Music Group, LLC",0.53,0.884,0,-5.581,0,0.457,0.332,0.00000198,0.355,0.28,87.194,4
spotify:track:3SZqA7rQvROJsCbUu2v0xa,"Go Loko","Go Loko","YG;Tyga;Jon Z",2019-05-03,299226,0,true,,2020-12-24T23:33:49Z,"trap latino,trap,dembow","Def Jam Recordings",0.88,0.67,2,-5.188,1,0.0429,0.299,0.00000508,0.0677,0.142,100.995,4
spotify:track:5dqrgmHHBuUzwYKBXJuIm0,"Like I Ain't","N9NA","Tech N9ne",2019-04-19,222904,62,true,,2020-12-24T23:33:48Z,"horrorcore","Strange Music, Inc",0.97,0.71,4,-5.262,0,0.195,0.393,0,0.138,0.777,116.03,4
spotify:track:60J6a0cg5EcOGmf6FbCARP,"Oh Go - Main Version - Explicit","Skateboards 2 Scrapers EP","The Pack",2006-12-05,178080,33,true,,2020-12-24T23:33:48Z,"hyphy","Up All Nite Music",0.922,0.477,11,-7.826,0,0.19,0.022,0.0000103,0.117,0.449,119.96,4
spotify:track:3EG65y2LtxWjfydabHdItb,"Stomp! - Single Version","Strawberry Letter 23: The Very Best Of The Brothers Johnson","The Brothers Johnson",2003-01-01,247133,62,false,,2020-12-24T23:33:47Z,"funk,disco","A&M",0.859,0.782,10,-8.344,1,0.0369,0.154,0.0297,0.0693,0.931,119.518,4
spotify:track:36TO60sxDduIsO3xH8IcUh,"Isis","Isis","Joyner Lucas;Logic",2019-05-23,236000,52,true,,2020-12-24T23:33:46Z,"","Twenty Nine Music Group (Joyner Lucas)",0.918,0.837,1,-6.792,1,0.255,0.234,0,0.227,0.855,120.017,4
spotify:track:2ciMN5X2mLSwwnTX2V8oVS,"How Dat Sound (feat. 2 Chainz & Yo Gotti)","How Dat Sound (feat. 2 Chainz & Yo Gotti)","Trey Songz;2 Chainz;Yo Gotti",2018-10-05,238657,30,true,,2020-12-24T23:33:45Z,"r&b,southern hip hop,rap","Atlantic Records",0.767,0.625,5,-3.533,0,0.24,0.158,0,0.16,0.647,144.927,4
spotify:track:19xSVTy7c5jBGmHHgVXNbg,"Let's Go","Give The Drummer Some","Travis Barker;Yelawolf;Twista;Busta Rhymes;Lil Jon",2011,193080,0,true,,2020-12-24T23:33:45Z,"rap rock,country hip hop,southern hip hop,east coast hip hop,crunk","Interscope",0.707,0.906,9,-5.871,1,0.204,0.124,0,0.294,0.548,150.032,4
spotify:track:0wpbWr0vI9mIV6WpO5CqPi,"Buzzin","Buzzin","Mann",2010-01-01,196146,48,false,,2020-12-24T23:33:44Z,"","Mercury Records",0.724,0.951,7,-4.294,0,0.226,0.127,0,0.307,0.593,103.988,4
spotify:track:1htlb7dIw8uVxj5yuQ3hYz,"Bounce, Rock, Skate, Roll","Roll Bounce Soundtrack","Vaughan Mason and Crew",2007-10-09,327213,0,false,,2020-12-24T23:33:43Z,"funk","Music World Music LLC",0.878,0.591,11,-7.389,0,0.0662,0.00223,0.000754,0.0803,0.8,111.114,4
spotify:track:3XabgBQYC7H80agKcAq83Y,"Shake That Monkey (feat. Lil' Jon & The EastSide Boyz)","Married To The Game","Too $hort;Lil Jon;Eastside Boyz",2003-11-04,278706,57,true,,2020-12-24T23:33:42Z,"hyphy,west coast hip hop,g-funk,old school hip hop,gangster rap,crunk,miami bass","Jive",0.937,0.695,0,-6.932,1,0.134,0.000577,0.0000319,0.295,0.457,99.997,4
spotify:track:6MWtB6iiXyIwun0YzU6DFP,"Wow.","Wow.","Post Malone",2018-12-24,149520,2,true,,2020-12-24T23:33:42Z,"","Republic Records",0.833,0.539,11,-7.399,0,0.178,0.163,0.0000021,0.101,0.385,99.947,4
spotify:track:2IRZnDFmlqMuOrYOLnZZyc,"Going Bad (feat. Drake)","Championships","Meek Mill;Drake",2018-11-30,180522,75,true,,2020-12-24T23:33:41Z,"rap","MMG/Atlantic",0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.252,0.544,86.003,4
spotify:track:63cd4JkwGgYJrbOizbfmsp,"Pure Water (with Migos)","Pure Water (with Migos)","Mustard;Migos",2019-01-16,194519,1,true,,2020-12-24T23:33:40Z,"trap","10 Summers / Interscope PS",0.68,0.559,0,-5.545,1,0.129,0.172,0,0.318,0.137,202.006,4
spotify:track:3IBL9Hc2yPCswdu3tkj0Pr,"Get Low - Remastered","Get Low (Remastered)","50 Cent;Jeremih;T.I.;2 Chainz",2015-06-05,251338,32,true,,2020-12-24T23:33:40Z,"old school hip hop,east coast hip hop,southern hip hop,rap","G-UNIT RECORDS (GNR)",0.72,0.849,6,-5.459,1,0.322,0.21,0,0.278,0.569,127.018,4
spotify:track:2WmabKuCTj0SG3100uhGE5,"That New Funkadelic","Everythangs Corrupt","Ice Cube",2018-12-07,234346,37,true,,2020-12-24T23:33:39Z,"old school hip hop,gangster rap,west coast hip hop,g-funk,hip hop","Cubevision JV New Agreements",0.762,0.937,2,-3.035,1,0.0882,0.00227,0.0000316,0.195,0.573,109.969,4
spotify:track:37iVijLSSlIbjYbl4ycUge,"Ultrasound","508-507-2209","Joyner Lucas",2017-06-16,174555,47,true,,2020-12-24T23:33:39Z,"","Atlantic Records",0.882,0.566,0,-5.265,1,0.406,0.664,0,0.193,0.483,110.048,4
spotify:track:526IOGFUquOr4Msrxs0iAh,"Chase Down The Bully","Everythangs Corrupt","Ice Cube",2018-12-07,246906,35,true,,2020-12-24T23:33:38Z,"old school hip hop,gangster rap,west coast hip hop,g-funk,hip hop","Cubevision JV New Agreements",0.864,0.937,10,-3.099,0,0.288,0.15,0.000026,0.26,0.486,92.528,4
spotify:track:3Oj5f6XETShvp2xknJyGMf,"Arrest The President","Everythangs Corrupt","Ice Cube",2018-12-07,233720,54,true,,2020-12-24T23:33:37Z,"old school hip hop,gangster rap,west coast hip hop,g-funk,hip hop","Cubevision JV New Agreements",0.844,0.85,1,-2.882,1,0.215,0.0954,0.00000112,0.597,0.608,94.969,4
spotify:track:34I0nBvoE0ZXmqbKiJ5BWS,"Stranger Things","Stranger Things","Joyner Lucas;Chris Brown",2018-02-25,219733,58,true,,2020-12-24T23:33:35Z,"r&b","Dead Silence/Atlantic",0.867,0.663,10,-5.838,0,0.178,0.443,0,0.117,0.481,121.978,4
spotify:track:3Mzqw2mz9YMKjjCEmypYfZ,"The Nigga Ya Love To Hate","AmeriKKKa's Most Wanted","Ice Cube",1990-03-16,193200,53,true,,2020-12-24T23:33:35Z,"old school hip hop,gangster rap,west coast hip hop,g-funk,hip hop","Priority Records",0.857,0.721,10,-12.702,0,0.341,0.118,0,0.178,0.594,109.806,4
spotify:track:3CZ31XPvscItyfSNf1ox0M,"Still Feelin' It","Son of a Pimp, Pt. 2","Mistah F.A.B.",2016-05-27,203337,40,true,,2020-12-24T23:33:34Z,"hyphy,west coast hip hop","Faeva Afta / EMPIRE",0.756,0.892,10,-4.716,0,0.226,0.0447,0,0.144,0.482,99.955,4
spotify:track:3NSmC1EQKOdUe6KhMrDDk5,"I Don't Die","I Don't Die","Joyner Lucas;Chris Brown",2018-05-02,224735,54,true,,2020-12-24T23:33:33Z,"r&b","Dead Silence/Atlantic",0.743,0.876,1,-4.326,1,0.301,0.099,0,0.119,0.574,149.041,4
spotify:track:1S7eTaPBKSVwhjqAsJRiys,"Rock Bottom","Along Came Joyner","Joyner Lucas",2015-04-23,280541,30,true,,2020-12-24T23:33:33Z,"","Dead Silence",0.697,0.873,11,-7.467,0,0.414,0.0113,0,0.159,0.627,115.843,4
spotify:track:116H0KvKr2Zl4RPuVBruDO,"MIA (feat. Drake)","MIA (feat. Drake)","Bad Bunny;Drake",2018-10-11,210367,5,false,,2020-12-24T23:33:31Z,"reggaeton,trap latino,latin,urbano latino,rap","OVO Sound/Warner Records",0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,4
spotify:track:2nBRptHRrQGUNrOeZQT8oU,"Red Nose","Remember Me (Deluxe Edition)","Sage The Gemini",2014-03-25,193200,0,true,,2020-12-24T23:33:31Z,"hyphy","Empire Distribution/Republic",0.856,0.469,11,-5.708,0,0.133,0.435,0,0.232,0.75,97.549,4
spotify:track:595Sl1FDWMXRUktv5LO2gD,"Jefe (feat. Meek Mill)","Jefe (feat. Meek Mill)","T.I.;Meek Mill",2018-09-07,208486,43,true,,2020-12-24T23:33:30Z,"southern hip hop,rap","Grand Hustle/Epic Records",0.713,0.825,2,-5.25,1,0.288,0.0925,0,0.58,0.742,127.95,4
spotify:track:2LvRR121MWFmmEGkuV2vQP,"HeadBand (feat. 2 Chainz)","Underground Luxury","B.o.B;2 Chainz",2013-12-16,220240,65,true,,2020-12-24T23:33:30Z,"southern hip hop,rap","Rebel Rock/Grand Hustle/Atlantic",0.919,0.506,1,-7.14,1,0.304,0.132,0,0.0771,0.273,97.465,4
spotify:track:3kW5Rq9AIL0QQuYTSKNkQw,"Erbody But Me","The Storm (Deluxe Edition)","Tech N9ne;Bizzy;Krizz Kaliko",2016-12-09,197053,61,true,,2020-12-24T23:33:29Z,"horrorcore,portuguese hip hop,brooklyn drill,country hip hop","Strange Music, Inc",0.823,0.705,10,-4.73,0,0.282,0.0274,0,0.0919,0.836,186.12,4
spotify:track:3LHbk7L7mFQj0Wiv4dB9lR,"Winter Blues","508-507-2209","Joyner Lucas",2017-06-16,275297,50,true,,2020-12-24T23:33:28Z,"","Atlantic Records",0.643,0.766,0,-6.141,0,0.425,0.843,0.00000314,0.228,0.54,131.001,4
spotify:track:30z4LVkScpeNhwHFIB8Ewa,"I Love","I Love","Joyner Lucas",2018-10-17,210197,54,true,,2020-12-24T23:33:27Z,"","Dead Silence/Atlantic",0.671,0.565,11,-7.401,0,0.16,0.274,0.0000651,0.37,0.561,150.014,4
spotify:track:163ExVYtJrtdE86Qd5Fw2N,"Ayy Ladies (feat. Tyga)","Ayy Ladies (feat. Tyga)","Travis Porter;Tyga",2012-01-27,213106,46,true,,2020-12-24T23:33:26Z,"","RCA Records Label",0.905,0.753,10,-3.613,0,0.164,0.0937,0,0.0438,0.747,96.05,4
spotify:track:45Ry9ZjzPQEFzlhJfae1V8,"Bring It Back","Bring It Back","Travis Porter",2011-02-07,216240,44,true,,2020-12-24T23:33:26Z,"","RCA Records Label",0.93,0.781,2,-4.114,1,0.0697,0.114,0,0.116,0.553,98.013,4
spotify:track:60SdxE8apGAxMiRrpbmLY0,"Lucky You (feat. Joyner Lucas)","Kamikaze","Eminem;Joyner Lucas",2018-08-31,244679,70,true,,2020-12-24T23:33:25Z,"rap,hip hop","Eminem Catalog PS",0.876,0.786,10,-4.884,0,0.306,0.0627,0,0.127,0.575,153.068,4
spotify:track:2JpUkUR0OsOlUUfm6iS8ic,"Money Maker","Release Therapy","Ludacris;Pharrell Williams",2006-01-01,230613,60,true,,2020-12-24T23:33:24Z,"southern hip hop","Disturbing Tha Peace Recordings, Inc.",0.551,0.598,1,-6.79,1,0.27,0.15,0,0.299,0.612,78.756,4
spotify:track:2jGUAB6hKlzK0pZmZpQ02g,"Be Faithful","Fatman Scoop ""Hottest Featured Artist Recordings""","Fatman Scoop;The Crooklyn Clan",2008-10-09,214910,59,true,,2020-12-24T23:33:23Z,"","AV8 Records",0.709,0.895,7,-3.135,1,0.272,0.0338,0,0.26,0.684,101.148,4
spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ,"In My Feelings","Scorpion","Drake",2018-06-29,217925,74,true,,2020-12-24T23:33:22Z,"rap","Cash Money/Drake LP6",0.835,0.626,1,-5.833,1,0.125,0.0589,0.00006,0.396,0.35,91.03,4
spotify:track:0ZNrc4kNeQYD9koZ3KvCsy,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)","STAY DANGEROUS","YG;2 Chainz;Big Sean;Nicki Minaj",2018-08-03,237240,63,true,,2020-12-24T23:33:22Z,"southern hip hop,rap","Def Jam Recordings",0.745,0.346,1,-7.709,1,0.335,0.00547,0,0.0882,0.112,203.888,4
spotify:track:45Egmo7icyopuzJN0oMEdk,"Love Lies","Love Lies","Khalid;Normani",2018-02-14,201707,72,true,,2020-12-24T23:33:20Z,"","RCA Records Label",0.708,0.648,6,-5.626,1,0.0449,0.0956,0,0.134,0.338,143.955,4
spotify:track:4LwU4Vp6od3Sb08CsP99GC,"The Next Episode","2001","Dr. Dre;Snoop Dogg",1999-11-16,161506,81,true,,2020-12-24T23:33:20Z,"old school hip hop,g-funk,gangster rap,west coast hip hop,hip hop,rap","Aftermath",0.922,0.909,10,-2.429,0,0.27,0.0281,0,0.0856,0.309,95.295,4
spotify:track:1cTZMwcBJT0Ka3UJPXOeeN,"Nice For What","Nice For What","Drake",2018-04-06,210925,3,true,,2020-12-24T23:33:19Z,"rap","Cash Money/Drake LP6",0.567,0.913,8,-6.471,1,0.0736,0.0934,0.000124,0.114,0.792,93.35,4
spotify:track:5tFep7dXGd7vEJ668wTPux,"Both (feat. Drake)","The Return of East Atlanta Santa","Gucci Mane;Drake",2016-12-16,190311,68,true,,2020-12-24T23:33:19Z,"southern hip hop,rap,trap","Guwop Enterprises/Atlantic",0.85,0.405,7,-7.509,0,0.225,0.119,0.000118,0.0707,0.344,139.976,4
spotify:track:5maiP9UMnTSgoxPX8X3bdz,"Na Na","Trigga","Trey Songz",2014-07-01,231906,67,false,,2020-12-24T23:33:18Z,"r&b","Atlantic Records",0.67,0.476,9,-6.253,0,0.0406,0.328,0,0.104,0.235,96.975,4
spotify:track:58q2HKrzhC3ozto2nDdN4z,"I Like It","Invasion of Privacy","Cardi B;Bad Bunny;J Balvin",2018-04-06,253390,80,true,,2020-12-24T23:33:18Z,"reggaeton,trap latino,latin,urbano latino","Atlantic/KSR",0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,4
spotify:track:4CweuuMMzi71pO0MSRgyaT,"Kiss Kiss (feat. T-Pain)","Kiss Kiss (feat. T-Pain)","Chris Brown;T-Pain",2007-09-10,251160,0,false,,2020-12-24T23:33:17Z,"r&b","Jive",0.769,0.52,1,-5.14,1,0.212,0.0219,0,0.0762,0.58,140.112,3
spotify:track:2OVRPlR4BsnwPY7OiIfCQn,"Fine China","X (Deluxe Version)","Chris Brown",2014-09-12,213280,0,false,,2020-12-24T23:33:17Z,"r&b","RCA Records Label",0.654,0.739,10,-4.762,0,0.0596,0.0475,0,0.118,0.602,104.022,4
spotify:track:7L3YDa0Fd8pmzpAyu6EKOS,"Fragile","Something Else","Tech N9ne;Kendrick Lamar;¡MAYDAY!;Kendall Morgan",2013-07-30,236373,56,true,,2020-12-24T23:33:16Z,"horrorcore,hip hop,west coast hip hop","Strange Music, Inc",0.715,0.468,2,-7.664,0,0.147,0.0994,0,0.125,0.673,194.902,3
spotify:track:4pYZLpX23Vx8rwDpJCpPTA,"New Freezer (feat. Kendrick Lamar)","New Freezer (feat. Kendrick Lamar)","Rich The Kid;Kendrick Lamar",2017-09-25,193173,0,true,,2020-12-24T23:33:16Z,"trap,hip hop,west coast hip hop","Interscope Records",0.888,0.664,0,-10.13,1,0.341,0.0424,0,0.0734,0.53,140.012,4
spotify:track:4qKcDkK6siZ7Jp1Jb4m0aL,"Look Alive (feat. Drake)","Look Alive (feat. Drake)","BlocBoy JB;Drake",2018-02-09,181263,5,true,,2020-12-24T23:33:14Z,"rap","OVO Sound/Warner Records",0.922,0.581,10,-7.495,1,0.27,0.00104,0.0000586,0.105,0.595,140.022,4
spotify:track:4Z6YruMINNspGet1gQyYlK,"Supplies","Supplies","Justin Timberlake",2018-01-18,225600,26,false,,2020-12-24T23:33:13Z,"","RCA Records Label",0.793,0.554,11,-6.624,0,0.0451,0.00695,0,0.127,0.225,119.993,4
